Wavelength	Abs
349	0,1107187495
348	0,09589255601
347	0,09525664896
346	0,09749931097
345	0,09728742391
344	0,0969100371
343	0,09698818624
342	0,09757947922
341	0,09770170599
340	0,09876575321
339	0,09823545069
338	0,09916329384
337	0,09958510101
336	0,0995638743
335	0,101456061
334	0,1022089273
333	0,1020013765
332	0,1032327339
331	0,1030550227
330	0,1041591913
329	0,1056681648
328	0,1067018881
327	0,1065121964
326	0,1067175791
325	0,1088798195
324	0,1094183922
323	0,1094492972
322	0,1107435375
321	0,111477226
320	0,1120396033
319	0,113264516
318	0,1141154394
317	0,1155074611
316	0,116080299
315	0,1172317266
314	0,1188722178
313	0,1219864041
312	0,1212580651
311	0,1222138107
310	0,1226205826
309	0,1255456507
308	0,1214953661
307	0,1231781319
306	0,1247251406
305	0,1263070852
304	0,1283597648
303	0,1298127025
302	0,1321857125
301	0,1342620999
300	0,1361362785
299	0,1389616877
298	0,1420132369
297	0,1439128369
296	0,1455041915
295	0,1489557326
294	0,1510854065
293	0,1540992111
292	0,1585166752
291	0,1616114676
290	0,1652397066
289	0,1671794653
288	0,171077162
287	0,175330475
286	0,1777034253
285	0,1814727187
284	0,1842852533
283	0,1881377101
282	0,1906813681
281	0,1946669668
280	0,1974739134
279	0,2012605518
278	0,204024896
277	0,2080947757
276	0,2121395767
275	0,2156017274
274	0,2190178633
273	0,2235633433
272	0,2273876518
271	0,2323936075
270	0,2375758588
269	0,2425478846
268	0,2478013933
267	0,2537721097
266	0,2607247531
265	0,2680996656
264	0,2752238214
263	0,2820664048
262	0,2899004817
261	0,298414588
260	0,3050397933
259	0,3135250807
258	0,3211075664
257	0,3290460706
256	0,3374521434
255	0,3457033932
254	0,3543561399
253	0,3631437123
252	0,3718112409
251	0,3801904917
250	0,3871828616
249	0,3945618272
248	0,4001428783
247	0,4056581855
246	0,4107971489
245	0,415232569
244	0,4197488427
243	0,4243989587
242	0,4277116656
241	0,4312043786
240	0,4338577688
239	0,4357689023
238	0,437310189
237	0,4391700923
236	0,4407150745
235	0,4426532686
234	0,44453457
233	0,4478814602
232	0,451934576
231	0,4570231438
230	0,463688761
229	0,4740415514
228	0,4869151711
227	0,5039497018
226	0,5263695717
225	0,5550812483
224	0,5923014283
223	0,6386487484
222	0,696316123
221	0,7642319202
220	0,846568346
