Wavelength	Abs
349	0,1090745404
348	0,09390182048
347	0,09294360876
346	0,09629271179
345	0,09490337223
344	0,09480437636
343	0,096197851
342	0,09654507041
341	0,09690884501
340	0,0966797173
339	0,09828815609
338	0,09795738757
337	0,09813211858
336	0,09919907153
335	0,100124225
334	0,09971605986
333	0,1011465192
332	0,1022618338
331	0,1020198092
330	0,1023326591
329	0,1039142683
328	0,1049642265
327	0,1053300127
326	0,105313547
325	0,1066205204
324	0,1070997491
323	0,1077503562
322	0,1096299812
321	0,1112205163
320	0,111662671
319	0,1123611629
318	0,1135751829
317	0,1150287241
316	0,1164207384
315	0,1179069132
314	0,1193650663
313	0,1223325059
312	0,1238218322
311	0,1239466742
310	0,1271569878
309	0,1313250363
308	0,1299887896
307	0,1345101446
306	0,1406676322
305	0,1500246972
304	0,1609057337
303	0,1745570004
302	0,1919304281
301	0,2128602117
300	0,2366218269
299	0,2636368871
298	0,2893158793
297	0,314617157
296	0,339281857
295	0,3639771342
294	0,3869516253
293	0,4115068316
292	0,4353439212
291	0,4596788287
290	0,4832243025
289	0,5025856495
288	0,5231315494
287	0,5414465666
286	0,5587748885
285	0,5766891241
284	0,5938395262
283	0,6103533506
282	0,6268901825
281	0,6434343457
280	0,6595496535
279	0,6764829755
278	0,692994833
277	0,7100417018
276	0,7270613313
275	0,7442934513
274	0,7607632279
273	0,776592195
272	0,7920000553
271	0,8066921234
270	0,8199305534
269	0,8330464959
268	0,844492197
267	0,8556506634
266	0,8644903898
265	0,8721436262
264	0,878554821
263	0,8819695115
262	0,8852632046
261	0,8867723346
260	0,8856276274
259	0,8837421536
258	0,8800994754
257	0,8755238652
256	0,868840158
255	0,8633644581
254	0,8564562798
253	0,8493660092
252	0,8427195549
251	0,835842669
250	0,8297431469
249	0,8218210936
248	0,8149977326
247	0,807934463
246	0,8033815622
245	0,8002257943
244	0,7976682782
243	0,7966013551
242	0,7987743616
241	0,8018828034
240	0,8068856597
239	0,815633893
238	0,8266612887
237	0,8412507176
236	0,8595882058
235	0,8814910054
234	0,9090024829
233	0,9394367337
232	0,9756555557
231	1,01669538
230	1,062968135
229	1,113626599
228	1,172460794
227	1,238541484
226	1,31463182
225	1,400100946
224	1,49973166
223	1,616094232
222	1,751004219
221	1,908897996
220	2,094544888
