Wavelength	Abs
349	0,1124840677
348	0,09522290528
347	0,09563215077
346	0,0974772796
345	0,09796565771
344	0,09744977206
343	0,09692641348
342	0,0988695845
341	0,09790990502
340	0,09957259893
339	0,09994823486
338	0,09974958003
337	0,1010437384
336	0,100394085
335	0,1021295041
334	0,101827994
333	0,1039635316
332	0,1041179672
331	0,1037855521
330	0,1039462984
329	0,1054521948
328	0,1063865051
327	0,1068903804
326	0,1065793931
325	0,1085569337
324	0,1091032922
323	0,1093981788
322	0,1106941327
321	0,1117284894
320	0,1125439703
319	0,1132042781
318	0,1141078621
317	0,1166564599
316	0,1160885841
315	0,1179647148
314	0,1189766824
313	0,121964708
312	0,1212776452
311	0,1226699203
310	0,1237392202
309	0,1258614659
308	0,1211382672
307	0,1235582083
306	0,1244975179
305	0,1269599497
304	0,1282799095
303	0,1296936572
302	0,131524846
301	0,1340194792
300	0,1366120279
299	0,1389207095
298	0,1415744275
297	0,14383021
296	0,1457255036
295	0,1486817598
294	0,1516502798
293	0,1536762565
292	0,1580631733
291	0,1615747511
290	0,1649806798
289	0,1671210378
288	0,1712660789
287	0,1748730242
286	0,177735731
285	0,1815075427
284	0,1845906377
283	0,188633725
282	0,1915449649
281	0,1944916844
280	0,1976404041
279	0,2020330876
278	0,2045658678
277	0,2082811892
276	0,2119498849
275	0,2155252695
274	0,2196127772
273	0,2234937102
272	0,2281886935
271	0,2327630073
270	0,237535283
269	0,2434608042
268	0,2482241541
267	0,2538234293
266	0,2603931725
265	0,2675249875
264	0,2751948535
263	0,2821828127
262	0,2898730934
261	0,2981487811
260	0,3058157563
259	0,3136216402
258	0,3208925426
257	0,32937029
256	0,3368931413
255	0,3454102576
254	0,3539826572
253	0,3628112972
252	0,3708945215
251	0,3792628646
250	0,3865276277
249	0,3940095603
248	0,3995614946
247	0,4053567946
246	0,4106280804
245	0,4152081609
244	0,4195460379
243	0,4234577119
242	0,4276059568
241	0,4307239056
240	0,4329494536
239	0,4349219203
238	0,4362160563
237	0,4383489788
236	0,4395188689
235	0,4415346682
234	0,4439698756
233	0,446833849
232	0,4508296847
231	0,4560042322
230	0,4629714191
229	0,4722882807
228	0,4857293665
227	0,5026752353
226	0,5248292685
225	0,5540883541
224	0,5910789967
223	0,6368539929
222	0,6943002343
221	0,7627815008
220	0,844925642
