Wavelength	Abs
349	0,1087882221
348	0,0932238698
347	0,09371872991
346	0,09568409622
345	0,09571032971
344	0,09460555017
343	0,09551698714
342	0,09738349169
341	0,09617941082
340	0,09606955945
339	0,09786972404
338	0,09795563668
337	0,09866183996
336	0,09910988808
335	0,09953073412
334	0,09986915439
333	0,1005132273
332	0,1014119834
331	0,1020173579
330	0,1028798074
329	0,1044595614
328	0,1047860309
327	0,1057393551
326	0,1063822061
325	0,1063996404
324	0,1078755111
323	0,108632125
322	0,1100535467
321	0,1100078896
320	0,1117004678
319	0,1127673984
318	0,1130416095
317	0,11539343
316	0,1163776889
315	0,1175777242
314	0,1194277629
313	0,122048974
312	0,1218169853
311	0,1252569109
310	0,1270535439
309	0,1321601272
308	0,1292324513
307	0,1338283569
306	0,1408949643
305	0,1494847536
304	0,1607479155
303	0,1758118868
302	0,1930142343
301	0,2139558196
300	0,2393490225
299	0,2659763694
298	0,2929198146
297	0,3191792071
296	0,3436659575
295	0,3689368963
294	0,3928428888
293	0,417525202
292	0,4429588914
291	0,4682820141
290	0,4919705689
289	0,5129947066
288	0,5342122316
287	0,5536495447
286	0,5728137493
285	0,5925102234
284	0,6114159822
283	0,6305041313
282	0,649237752
281	0,6683697701
280	0,6881341934
279	0,7074106932
278	0,7265131474
277	0,7487125397
276	0,7695465684
275	0,7886043191
274	0,808745265
273	0,8271211982
272	0,8454972506
271	0,8632763028
270	0,8799138665
269	0,8940823078
268	0,9078170657
267	0,9204124808
266	0,9308009148
265	0,939375639
264	0,9457257986
263	0,9504939318
262	0,9553170204
261	0,9552954435
260	0,9544047117
259	0,9508902431
258	0,9465245605
257	0,9393131137
256	0,9321501851
255	0,9251864552
254	0,9169101119
253	0,9086696506
252	0,8996446133
251	0,8916863203
250	0,883168757
249	0,8742337823
248	0,8649781346
247	0,8581539989
246	0,852509439
245	0,8471405506
244	0,8445333838
243	0,8436090946
242	0,8443361521
241	0,8484774828
240	0,854830265
239	0,8630322218
238	0,8743994832
237	0,8898068666
236	0,9093075991
235	0,9328427911
234	0,9619791508
233	0,9953604937
232	1,032643676
231	1,076238871
230	1,123865485
229	1,17895782
228	1,239309072
227	1,307997108
226	1,385268807
225	1,4736377
224	1,574813128
223	1,691875219
222	1,825076699
221	1,98397696
220	2,170893908
