Wavelength	Abs
349	0,01551398356
348	-0,0009680392104
347	-0,001383676426
346	-0,0004914517049
345	-0,0008445105632
344	-0,0006959816674
343	-0,0005844741245
342	-0,0007959367358
341	-0,001754316268
340	-0,000997275929
339	-0,0003006908228
338	0,0002289181721
337	0,000277819403
336	5,174913531e-05
335	-0,0007814152632
334	-0,0003247991845
333	-0,001012668246
332	-0,000921752362
331	-0,0005190657685
330	-0,0007397083682
329	4,03580998e-05
328	-5,999952919e-05
327	-0,0004033748701
326	-0,0006286256248
325	-0,0001725733455
324	-0,0004775922862
323	-0,0008410485461
322	-0,0001241831196
321	0,0003047070641
320	-0,0005969858612
319	-0,0008328326512
318	-0,0004759891017
317	-9,733014849e-06
316	-0,001460461179
315	-0,0003034845868
314	-0,0002430012537
313	0,0005707981181
312	-0,0008601150475
311	-0,0006935522542
310	-0,001747148926
309	-0,0009779571556
308	-0,001520001329
307	-0,0008173305541
306	-0,0008936472586
305	-0,0005831815652
304	-0,0008345378446
303	-0,001916710171
302	-0,001816497068
301	-0,001561375451
300	-0,002328248229
299	-0,001324994955
298	-0,001244262792
297	-0,001090499922
296	-0,001668455079
295	-0,001117869397
294	-0,0008827973506
293	-0,001344917691
292	-0,0008641452296
291	-0,0007476676255
290	5,720836725e-06
289	-0,00167686143
288	-0,001157835941
287	-0,000898090424
286	-0,001575870905
285	-0,0008018795634
284	-0,00144998671
283	-0,0009121947805
282	-0,001074697124
281	-0,0006753055495
280	-0,001114203013
279	-0,0008827973506
278	-0,001518144039
277	-0,001184478402
276	-0,001584794954
275	-0,001349511091
274	-0,001457416918
273	-0,001063077012
272	-0,000848127529
271	-0,001308478182
270	-0,001219792524
269	-0,001148748328
268	-0,001242868952
267	-0,00141763268
266	-0,001124169212
265	-0,0005128604826
264	-0,001140021835
263	-0,001523922314
262	-0,0008015695494
261	-0,001007606392
260	-0,001349562663
259	-0,0006646569818
258	-0,0009238188504
257	-0,0009809532203
256	-0,001246121246
255	-0,0008421853418
254	-0,001385276206
253	-0,001049958984
252	-0,001276320079
251	-0,001281791716
250	-0,001002906007
249	-0,0009883397724
248	-0,0008755122544
247	-0,001053006155
246	-0,0009214424063
245	-0,0009653014131
244	-0,0009350809851
243	-0,001331085456
242	-0,001094269799
241	-0,001308684587
240	-0,0006423768355
239	-0,0009299665689
238	-0,0007992440951
237	-0,0004167711304
236	-0,0008157286211
235	-0,001178489067
234	-0,000793817977
233	-0,0009640099597
232	-0,000876700622
231	-0,00142702437
230	-0,001604035031
229	-0,0008707071538
228	-0,0007669965853
227	-0,000606602116
226	-0,000718000636
225	-0,0002319798514
224	-0,0006596944295
223	-0,0007878233446
222	-0,0003340593248
221	-0,001446735929
220	-0,001203013468
