Wavelength	Abs
349	0,1095813438
348	0,09270701557
347	0,09250427783
346	0,09509028494
345	0,09473231435
344	0,0941170156
343	0,09454233944
342	0,09582409263
341	0,09596958756
340	0,09594998509
339	0,09706483036
338	0,09706567228
337	0,09792530537
336	0,09803919494
335	0,09863601625
334	0,09987078607
333	0,09904517978
332	0,1011744291
331	0,100978151
330	0,1013583019
329	0,1029363647
328	0,1029780656
327	0,1042956933
326	0,1044106334
325	0,1053366736
324	0,1064051911
323	0,1063366383
322	0,1074156463
321	0,1084117815
320	0,1092789397
319	0,1104739457
318	0,1105966195
317	0,1128835306
316	0,1131758913
315	0,1144981757
314	0,1153954193
313	0,1181966513
312	0,1177338809
311	0,1179862171
310	0,1198744997
309	0,1225892752
308	0,1174810231
307	0,1194671988
306	0,1207578406
305	0,1225191802
304	0,1242786944
303	0,1269003451
302	0,1283477992
301	0,1302203685
300	0,1325273216
299	0,1352881789
298	0,1378001571
297	0,1398042887
296	0,1419058889
295	0,1445355713
294	0,1474958956
293	0,1505798846
292	0,1544629037
291	0,1574564576
290	0,1612369865
289	0,1631860286
288	0,1666513234
287	0,1709510088
286	0,1732973903
285	0,1772084683
284	0,1802991927
283	0,1834957153
282	0,1866989881
281	0,1906558275
280	0,1931208223
279	0,1971655488
278	0,1998270154
277	0,2033319026
276	0,2073619962
275	0,2105366737
274	0,2148391306
273	0,218713209
272	0,2227328569
271	0,2276278287
270	0,2320090383
269	0,2373470515
268	0,2426524162
267	0,2485580742
266	0,2549101412
265	0,2625485361
264	0,2690918744
263	0,2765696347
262	0,2845156491
261	0,2926533222
260	0,3002817631
259	0,3076434731
258	0,3151880801
257	0,3234500289
256	0,3310509324
255	0,3392492235
254	0,3480429947
253	0,3561887741
252	0,3644377291
251	0,3730923831
250	0,3800937533
249	0,3877601922
248	0,393571645
247	0,3984958529
246	0,4038003683
245	0,4081166983
244	0,4128731787
243	0,4166510403
242	0,4202947915
241	0,4235230088
240	0,4258870184
239	0,4273895621
238	0,4284164011
237	0,4308650792
236	0,4319374561
235	0,4336175323
234	0,4357008636
233	0,4385748506
232	0,4426170588
231	0,4475179315
230	0,4536034465
229	0,4638004005
228	0,4764891267
227	0,4929547906
226	0,5148314834
225	0,5432448983
224	0,5802613497
223	0,625859499
222	0,6824526191
221	0,7496994138
220	0,8312633634
