Wavelength	Abs
349	0,1174020469
348	0,1023671329
347	0,1008659676
346	0,1040097103
345	0,1027894318
344	0,1026416048
343	0,1028447375
342	0,1033192873
341	0,1035672277
340	0,1047577634
339	0,1059759557
338	0,1049670652
337	0,1071520522
336	0,1067138687
335	0,1082195118
334	0,1085357592
333	0,1096825302
332	0,1107316464
331	0,1102372184
330	0,1110129952
329	0,1111250222
328	0,1134917066
327	0,1138861775
326	0,114419505
325	0,115987137
324	0,1168135107
323	0,117381759
322	0,1181922331
321	0,1196633503
320	0,1198869199
319	0,1209675446
318	0,1219581887
317	0,1245289966
316	0,1253997535
315	0,1269227415
314	0,1282525957
313	0,1317024976
312	0,1324908584
311	0,1349787861
310	0,1370300949
309	0,1413570791
308	0,13934654
307	0,1447271705
306	0,150869742
305	0,1604321003
304	0,1715421081
303	0,1860189289
302	0,20265764
301	0,2234819233
300	0,2469398379
299	0,2737670541
298	0,2989561558
297	0,3246493936
296	0,3493731022
295	0,3728457093
294	0,3964210749
293	0,4207397997
292	0,4453115463
291	0,4695794582
290	0,4937432408
289	0,5130782127
288	0,532861948
287	0,5516330004
286	0,569317162
285	0,588075459
284	0,6037051678
283	0,6225230694
282	0,6394743919
281	0,6566262245
280	0,6734680533
279	0,6907072067
278	0,7086982727
277	0,7276700139
276	0,7443423271
275	0,7630147934
274	0,7802110314
273	0,7961011529
272	0,8131667972
271	0,8290985823
270	0,8427035809
269	0,8564542532
268	0,8682808876
267	0,879470408
266	0,8895683885
265	0,8980002403
264	0,9044591784
263	0,9089029431
262	0,9114869237
261	0,9140174389
260	0,9135596752
259	0,9108336568
258	0,9065359235
257	0,9025765657
256	0,8968040347
255	0,8903959394
254	0,883947134
253	0,8771637082
252	0,8698273897
251	0,8632717729
250	0,8555116057
249	0,8491439223
248	0,8423882127
247	0,8355613947
246	0,8305645585
245	0,8268476129
244	0,8252779245
243	0,8250069618
242	0,8264352083
241	0,8303721547
240	0,8355831504
239	0,8438792825
238	0,8555194736
237	0,8712203503
236	0,890044868
235	0,9129481912
234	0,9405329227
233	0,9721965194
232	1,010287285
231	1,051435232
230	1,097989798
229	1,150705695
228	1,212358356
227	1,278871894
226	1,35642767
225	1,443932533
224	1,544644237
223	1,661999822
222	1,79837501
221	1,956214666
220	2,142714977
