Wavelength	Abs
349	0,112277247
348	0,09661448747
347	0,09475559741
346	0,09773668647
345	0,09746111184
344	0,09741108865
343	0,09795664251
342	0,09771872312
341	0,09761373699
340	0,09962016344
339	0,1009507775
338	0,09869410098
337	0,1007870883
336	0,1008455902
335	0,1023658812
334	0,1022900343
333	0,1031211838
332	0,1041528434
331	0,1037790105
330	0,1052223444
329	0,105473578
328	0,1062142104
327	0,1072221622
326	0,1075495929
325	0,1084307507
324	0,1092698872
323	0,1085445359
322	0,1108658835
321	0,1118553653
320	0,1125780195
319	0,1132334992
318	0,1143054515
317	0,1161033958
316	0,1174368858
315	0,1175046638
314	0,1194662452
313	0,1218583137
312	0,1224958375
311	0,1231733859
310	0,1237765625
309	0,1251333356
308	0,120537512
307	0,1225800067
306	0,1239193007
305	0,1266146898
304	0,127806589
303	0,1293308735
302	0,1314839423
301	0,1344124526
300	0,1356403679
299	0,1389327794
298	0,14119789
297	0,1435227394
296	0,1454057693
295	0,1474960446
294	0,1510195434
293	0,1536140591
292	0,1578928232
291	0,161797747
290	0,165138796
289	0,1671524197
288	0,171273157
287	0,1751509756
286	0,1777314097
285	0,1813574582
284	0,1847921014
283	0,1883711815
282	0,1910411417
281	0,194470346
280	0,1981330365
279	0,2011769861
278	0,2043461055
277	0,2082305998
276	0,2118017226
275	0,2157696635
274	0,2193371356
273	0,2232275754
272	0,2280566841
271	0,2327908278
270	0,2378423363
269	0,2427224517
268	0,2481270134
267	0,2540382147
266	0,260202229
265	0,2677761018
264	0,274705261
263	0,2809990942
262	0,2902139127
261	0,2977916896
260	0,3053373694
259	0,3131374419
258	0,3211363852
257	0,3293041885
256	0,337328583
255	0,3456376493
254	0,3539395034
253	0,362793684
252	0,3711646497
251	0,3794243634
250	0,387252003
249	0,3948225081
248	0,4006218612
247	0,4061583579
246	0,4109374583
245	0,4157366157
244	0,419896245
243	0,4243943393
242	0,4283573925
241	0,4314750135
240	0,4346500933
239	0,4355855584
238	0,4372941852
237	0,438980639
236	0,4405760169
235	0,4424553216
234	0,4450103343
233	0,4473516643
232	0,4517992735
231	0,4570726752
230	0,4639156163
229	0,4735927582
228	0,4863168895
227	0,5030812025
226	0,5252030492
225	0,5545712709
224	0,5918258429
223	0,6379477382
222	0,6950914264
221	0,7630143166
220	0,8455188274
