x57 blank naoh,,
Wavelength (nm),Abs,
349,0.08925298601,
348,0.07460346073,
347,0.07487104833,
346,0.07703961432,
345,0.07855370641,
344,0.07811762393,
343,0.08021555096,
342,0.08146804571,
341,0.08230893314,
340,0.08361000568,
339,0.08590745926,
338,0.0867119208,
337,0.08913537115,
336,0.08978398144,
335,0.09109375626,
334,0.09191438556,
333,0.09403938055,
332,0.09565679729,
331,0.09771451354,
330,0.09905818105,
329,0.1014507338,
328,0.1028351262,
327,0.1043474302,
326,0.1059322506,
325,0.1097832471,
324,0.110919185,
323,0.1124884263,
322,0.1167555526,
321,0.1183776855,
320,0.1211424097,
319,0.1239239872,
318,0.1267176419,
317,0.1313560754,
316,0.1348066628,
315,0.1380280256,
314,0.1420082152,
313,0.1478939801,
312,0.1511921287,
311,0.1555432677,
310,0.1605450064,
309,0.1675765514,
308,0.1767509133,
307,0.182371676,
306,0.18967022,
305,0.1977801919,
304,0.2055667043,
303,0.2139654756,
302,0.2226606309,
301,0.2320617735,
300,0.2406394333,
299,0.250747472,
298,0.2599944472,
297,0.2700916529,
296,0.2794160843,
295,0.2893660665,
294,0.2996515334,
293,0.309702307,
292,0.3209234774,
291,0.3308993578,
290,0.3414801955,
289,0.350597471,
288,0.3604816496,
287,0.3701449335,
286,0.378500253,
285,0.3883610368,
284,0.396889627,
283,0.4059161842,
282,0.4132699668,
281,0.4214035273,
280,0.428666085,
279,0.4356175661,
278,0.4413415492,
277,0.447616607,
276,0.452860713,
275,0.4584051073,
274,0.4635745287,
273,0.4683761895,
272,0.4737860262,
271,0.4781990349,
270,0.4832003415,
269,0.4877468348,
268,0.4930602312,
267,0.497392416,
266,0.5030184984,
265,0.5090628266,
264,0.5151477456,
263,0.5212203264,
262,0.5284425616,
261,0.5358886123,
260,0.5425223112,
259,0.5502105951,
258,0.5581054091,
257,0.5663351417,
256,0.5750681758,
255,0.5841627121,
254,0.5933439136,
253,0.6032565236,
252,0.6145083308,
251,0.6249195933,
250,0.6357179284,
249,0.6459192634,
248,0.6561434269,
247,0.665477097,
246,0.6750622988,
245,0.6847122312,
244,0.6946082115,
243,0.7038653493,
242,0.7129788995,
241,0.7221167088,
240,0.7309660316,
239,0.739194572,
238,0.7476518154,
237,0.7561274767,
236,0.764367044,
235,0.7744476199,
234,0.7842219472,
233,0.7964686751,
232,0.8102083802,
231,0.8259701729,
230,0.8443219066,
229,0.8680067658,
228,0.8974594474,
227,0.9344912767,
226,0.9817306995,
225,1.044320107,
224,1.123454213,
223,1.223648787,
222,1.350571513,
221,1.509034514,
220,1.708050609,

x57 blank naoh,
x57 blank naoh
Collection Time: 22/11/2024 8:59:03 AM
Operator Name  :
Scan Software Version: 3.00(182)
Parameter List :
Instrument                        Cary 300
Instrument Version                9.00
Start (nm)                        349.00
Stop (nm)                         220.00
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600.000
UV-Vis Data Interval (nm)         1.000
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.0
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Source Changeover (nm)            350.00
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name                E:\Dokumente und Einstellungen\Cary\Robert_RTG_Cary300\2024-05-13-RTG-standard.MSW
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    : E:\Dokumente und Einstellungen\Cary\Robert_RTG_Cary300\2024-05-13-RTG-standard.MSW
Date/Time stamp: 14/05/2024 10:46:35 AM
Method Modifications:
Opened E:\Dokumente und Einstellungen\Cary\Robert_RTG_Cary300\2024-05-13-RTG-standard.MSW
Saved as E:\Dokumente und Einstellungen\Cary\Robert_RTG_Cary300\2024-05-13-RTG-standard.MSW
Opened E:\Dokumente und Einstellungen\Cary\Robert_RTG_Cary300\2024-05-13-RTG-standard.MSW
End Method Modifications
<SBW (nm)> , 2.00
<Energy> , 162.00
<Current Wavelength> , 223.00

